maturity,Strike,Bid,Ask,Last,IVM,Volm,rate,Date,Asset
0.049315068,440,45.54998779,54.6499939,0,32.50777817,0,0.018,7/1/24,Lonza
0.049315068,450,36.25,45.25,0,30.20729637,0,0.018,7/1/24,Lonza
0.049315068,460,27.59999084,36.25,0,28.55596733,0,0.018,7/1/24,Lonza
0.049315068,470,9.5,16.8999939,0,0,0,0.018,7/1/24,Lonza
0.049315068,480,4.510000229,11.89999962,0,0,0,0.018,7/1/24,Lonza
0.049315068,490,1.009999275,8.399999619,0,11.54696655,0,0.018,7/1/24,Lonza
0.049315068,500,0.009999998,7.399999619,0,17.47899437,0,0.018,7/1/24,Lonza
0.049315068,510,0.009999998,7.399999619,0,24.0563755,0,0.018,7/1/24,Lonza
0.049315068,520,0.009999998,7.399999619,0,29.91440582,0,0.018,7/1/24,Lonza
0.049315068,530,0.009999998,7.399999619,0,35.30838776,0,0.018,7/1/24,Lonza
0.049315068,440,49.75,51.05000305,0,32.6295166,0,0.018,7/1/24,Lonza
0.049315068,450,40.3999939,41.5,0,29.93613434,0,0.018,7/1/24,Lonza
0.049315068,460,31.54998779,32.6000061,0,28.25573349,0,0.018,7/1/24,Lonza
0.049315068,470,23.3999939,24.3500061,0,26.6792984,0,0.018,7/1/24,Lonza
0.049315068,480,16.3999939,17.19999695,0,25.67918777,0,0.018,7/1/24,Lonza
0.049315068,490,10.64999962,11.39999962,0,25.00530815,0,0.018,7/1/24,Lonza
0.049315068,500,6.400000572,7.100000381,0,24.61396408,0,0.018,7/1/24,Lonza
0.049315068,510,3.550000191,4.150000572,0,24.33069229,0,0.018,7/1/24,Lonza
0.049315068,520,1.75,2.350000381,0,24.18960571,0,0.018,7/1/24,Lonza
0.049315068,530,0.800000012,1.25,0,24.1574688,0,0.018,7/1/24,Lonza
0.049315068,440,48.75,51.54999924,50.15000916,31.65514946,0,0.018,7/1/24,Lonza
0.049315068,450,37.15000153,44.54999924,40.69999695,29.88505745,0,0.018,7/1/24,Lonza
0.049315068,460,29.04999924,34.90000153,31.75,28.19670296,0,0.018,7/1/24,Lonza
0.049315068,470,22.45000076,25.04999924,23.55000305,26.5387764,0,0.018,7/1/24,Lonza
0.049315068,480,14.10000038,19.29999924,16.5,25.59287071,0,0.018,7/1/24,Lonza
0.049315068,490,8.350000381,13.55000019,10.85000038,24.9509697,0,0.018,7/1/24,Lonza
0.049315068,500,4.150000095,9,6.600000381,24.29086685,0,0.018,7/1/24,Lonza
0.049315068,510,2.920000076,4.329999924,3.699999809,23.76387596,0,0.018,7/1/24,Lonza
0.049315068,520,0.050000001,5,1.930000305,25.97520638,0,0.018,7/1/24,Lonza
0.049315068,530,0.050000001,5,1.020000458,31.02671432,0,0.018,7/1/24,Lonza
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
